ticker,tier,archetype,price,eng_intrinsic,eng_mos,eng_verdict,eng_conf,my_lo,my_mid,my_hi,my_mos,my_verdict,my_conf,g,pe_star,pb_star,norm,class,cause,note
HCLTECH,A,IT_SERVICES,1203.85,1824.90283933901,0.51582593183737,BUY,high,702.6,1081.0,1459.3,-0.102,REDUCE,low,0.1108,20.3,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
TCS,A,IT_SERVICES,2092.75,3311.9267464745317,0.45964158064104527,BUY,high,2045.5,2406.5,2767.4,0.15,ACC-zone,high,0.08,20.7,9.0,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.31
INDIAMART,A,CONSUMER,1930.0,2703.065330966778,0.4123336281763823,BUY,high,1463.1,2250.9,3038.7,0.166,BUY-zone,low,0.16,35.1,0.5,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.25
EMAMILTD,A,CONSUMER,419.7,575.9143323257451,0.39971887793351596,BUY,high,330.2,388.4,446.7,-0.075,HOLD,high,0.08,24.8,9.0,,Adjacent,,Δmos 0.47
LEMONTREE,A,CONSUMER,111.22,154.88796807183087,0.3866425073574831,BUY,high,54.2,83.3,112.5,-0.251,AVOID,low,0.16,35.7,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
HEXT,A,IT_SERVICES,564.45,784.6329965675818,0.37872605265784887,BUY,high,284.0,437.0,589.9,-0.226,REDUCE,low,0.1528,23.9,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
GPPL,A,LOGISTICS,155.5,207.50160186729732,0.37664434331120106,BUY,medium,68.0,104.7,141.3,-0.327,AVOID,low,0.1367,18.9,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
INDUSTOWER,A,TELECOM,403.75,554.2368593178103,0.3752775665454349,BUY,high,345.7,426.2,506.8,0.056,ACC-zone,medium,0.08,14.6,3.71,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.32
LUPIN,A,PHARMA,2441.5,3314.9990236979265,0.35638257925447075,BUY,high,2175.0,3346.2,4517.3,0.371,BUY-zone,low,0.16,33.0,0.5,,Agree,,
ZENSARTECH,A,IT_SERVICES,521.15,686.8351785783981,0.3195680664330415,BUY,high,472.6,556.0,639.3,0.067,ACC-zone,high,0.0763,15.9,3.11,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.25
ZYDUSLIFE,A,PHARMA,1142.75,1522.0516169887624,0.31904984573079315,BUY,high,668.0,1027.6,1387.3,-0.101,REDUCE,low,0.1112,23.4,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
NMDC,A,METAL,83.15,103.7809998323412,0.2520328125508649,BUY,high,39.2,68.4,97.6,-0.177,REDUCE,low,0.07,10.3,2.59,peak haircut x0.60,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
CRIZAC,A,MANUFACTURING,185.05,228.62390454718067,0.2241588377981403,BUY,medium,90.4,139.1,187.8,-0.248,REDUCE,low,0.12,16.4,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
GRINFRA,A,CONSTRUCTION,910.0,1717.8118325622806,0.9301256545643602,ACCUMULATE,medium,561.7,780.4,999.1,-0.142,REDUCE,medium,0.0576,7.8,0.6,trough uplift x1.23,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
MASTEK,A,IT_SERVICES,1747.2,3323.9677538666406,0.877417539602734,ACCUMULATE,medium,1704.4,2005.2,2305.9,0.148,ACC-zone,high,0.081,15.1,2.3,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.73
LGBBROSLTD,A,CAPITAL_GOODS,1552.4,2833.554312501883,0.829988576919325,ACCUMULATE,medium,1032.8,1215.1,1397.3,-0.217,REDUCE,high,0.0888,11.7,2.1,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
PNGJL,A,CONSUMER_DISC,570.2,1059.489855213925,0.7904349053044782,ACCUMULATE,medium,173.2,266.5,359.7,-0.533,ABSTAIN,low,0.1146,20.0,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
REDINGTON,A,DISTRIBUTION,270.25,491.6733239626884,0.7882281286149788,ACCUMULATE,high,106.0,163.1,220.2,-0.396,AVOID,low,0.12,11.0,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
LTFOODS,A,CONSUMER,384.75,684.2106886511431,0.7822627992996695,ACCUMULATE,high,312.9,481.3,649.8,0.251,BUY-zone,low,0.0828,21.3,6.73,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.53
PATELENG,A,CONSTRUCTION,30.1,52.12005114811378,0.7746016734121137,ACCUMULATE,medium,17.6,22.9,28.1,-0.24,REDUCE,high,0.0366,6.1,0.5,trough uplift x1.30,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
JUSTDIAL,A,IT_SERVICES,760.2,1358.9307675744571,0.758337022157543,ACCUMULATE,medium,570.3,684.7,799.1,-0.099,HOLD,medium,0.0582,12.5,0.84,,Adjacent,,Δmos 0.86
COROMANDEL,A,CHEMICALS,2073.0,3545.008372198619,0.742875305899026,ACCUMULATE,high,731.7,1283.6,1835.6,-0.381,AVOID,low,0.1,14.0,7.94,peak haircut x0.79,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
BPCL,A,ENERGY,309.8,531.9284768671884,0.7048989643179114,ACCUMULATE,medium,215.3,377.7,540.1,0.219,BUY-zone,low,0.07,13.4,4.24,peak haircut x0.60,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.49
BALMLAWRIE,A,MANUFACTURING,179.12,301.1583128107336,0.7018439919232233,ACCUMULATE,medium,119.4,140.5,161.5,-0.216,REDUCE,high,0.0594,9.8,0.75,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
SBIN,A,BANK,1044.1,1758.0759052543901,0.68349698865689,ACCUMULATE,high,1351.5,2079.2,2806.9,0.991,ABSTAIN,low,0.1,12.3,4.18,,Engine-should-have-abstained,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin),independent legs disagree beyond tolerance
KNRCON,A,CONSTRUCTION,123.93,202.8222452335128,0.6571798777147871,ACCUMULATE,medium,90.3,127.1,163.8,0.025,HOLD,medium,0.0504,7.2,0.5,trough uplift x1.30,Adjacent,,Δmos 0.63
PNB,A,BANK,105.4,170.71497949319058,0.6224575127655444,ACCUMULATE,high,191.5,294.6,397.7,1.795,ABSTAIN,low,0.1033,11.8,3.78,,Engine-should-have-abstained,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin),independent legs disagree beyond tolerance
BANKINDIA,A,BANK,147.19,231.23117863934678,0.6201736171478894,ACCUMULATE,high,195.4,229.9,264.4,0.562,BUY-zone,high,0.0518,10.9,1.1,,Agree,,
JKIL,A,CONSTRUCTION,497.5,796.3763270361305,0.5957846448975664,ACCUMULATE,medium,324.1,420.9,517.7,-0.154,REDUCE,high,0.069,8.6,0.87,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
KRISHANA,A,CHEMICALS,145.95,221.45810590203425,0.5773369366241755,ACCUMULATE,medium,52.9,92.7,132.6,-0.365,AVOID,low,0.1,15.6,9.0,peak haircut x0.60,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
RAYMOND,A,REALTY,683.3,944.3358457837053,0.5595967725577297,ACCUMULATE,medium,300.4,527.0,753.7,-0.229,REDUCE,low,0.1,11.2,3.85,peak haircut x0.67,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
KPIGREEN,A,UTILITIES,411.3,634.4010649677265,0.5465652485805131,ACCUMULATE,medium,174.0,267.7,361.3,-0.349,AVOID,low,0.1008,15.5,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
J&KBANK,A,BANK,184.0,276.488185819577,0.5290796693926391,ACCUMULATE,high,220.1,258.9,297.7,0.407,BUY-zone,high,0.0644,12.0,1.74,,Agree,,
INDIANB,A,BANK,859.2,1268.23986007744,0.5280918851466232,ACCUMULATE,high,910.6,1071.3,1232.0,0.247,BUY-zone,high,0.0657,12.1,1.83,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.28
BSOFT,A,IT_SERVICES,291.8,435.4077004258201,0.5118322931452087,ACCUMULATE,high,225.2,265.0,304.7,-0.092,HOLD,high,0.0756,14.4,1.74,,Adjacent,,Δmos 0.60
EIDPARRY,A,CONSUMER,762.0,1124.7108215265202,0.5038251390914832,ACCUMULATE,high,330.9,444.2,557.4,-0.417,AVOID,medium,0.0408,14.7,0.54,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
DDEVPLSTIK,A,MANUFACTURING,288.65,424.4457916383201,0.4921630924180703,ACCUMULATE,medium,124.7,191.8,259.0,-0.335,AVOID,low,0.1194,13.8,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
RAYMONDREL,A,REALTY,683.3,1012.9833605535109,0.4908872772882638,ACCUMULATE,medium,300.4,527.0,753.7,-0.229,REDUCE,low,0.1,11.2,3.85,peak haircut x0.67,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
WEWORK,A,REALTY,679.0,1007.2480661817095,0.4857261836148823,ACCUMULATE,medium,68.9,120.9,172.8,-0.822,ABSTAIN,low,0.1,14.3,9.0,peak haircut x0.60,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
SHAKTIPUMP,A,CAPITAL_GOODS,544.3,782.8146718239414,0.43202171741322853,ACCUMULATE,medium,223.0,262.4,301.7,-0.518,AVOID,high,0.0906,11.8,2.29,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
EIEL,A,UTILITIES,227.1,313.4118688191626,0.4281047517504901,ACCUMULATE,medium,113.2,174.2,235.1,-0.233,REDUCE,low,0.12,18.9,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
JKTYRE,A,AUTO,412.65,569.1655770628345,0.40638887339469854,ACCUMULATE,high,95.2,156.4,217.5,-0.621,AVOID,medium,0.0906,9.6,0.65,trough uplift x1.30,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
M&M,A,AUTO,3179.2,4444.855261526245,0.398104951411124,ACCUMULATE,high,1636.4,2870.9,4105.4,-0.097,HOLD,low,0.1,13.1,5.88,,Adjacent,,Δmos 0.50
CANFINHOME,A,NBFC,865.0,1223.7770644610082,0.3782825368408697,ACCUMULATE,high,1042.9,1228.1,1413.2,0.42,BUY-zone,medium,0.0819,12.3,3.07,,Agree,,
AGI,A,MANUFACTURING,697.25,953.4616589297832,0.3707039375068763,ACCUMULATE,medium,290.3,446.6,603.0,-0.359,AVOID,low,0.12,13.0,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
JYOTHYLAB,A,CONSUMER,200.89,268.3517656583689,0.340284515324987,ACCUMULATE,medium,144.1,221.7,299.4,0.104,ACC-zone,low,0.126,30.0,0.5,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.24
VADILALIND,A,CONSUMER,6829.0,8867.814931263578,0.3266235217688051,ACCUMULATE,medium,3023.7,4651.8,6279.9,-0.319,AVOID,low,0.1092,26.3,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
ACC,A,CEMENT,1379.0,1804.398710370968,0.32539937591521073,ACCUMULATE,high,850.0,1143.4,1436.9,-0.171,REDUCE,medium,0.0624,9.3,0.8,trough uplift x1.22,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
ABLBL,A,CONSUMER,94.53,125.24440448579446,0.3232372370395611,ACCUMULATE,high,62.3,95.9,129.4,0.014,HOLD,low,0.1453,34.7,0.5,,Adjacent,,Δmos 0.31
FSL,A,MANUFACTURING,240.65,347.03464531894133,0.3156215229317665,ACCUMULATE,high,67.8,98.7,129.6,-0.59,AVOID,medium,0.0911,12.3,3.4,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
CYIENT,A,IT_SERVICES,847.15,1107.716819829874,0.30966755714101935,ACCUMULATE,high,325.0,409.5,494.0,-0.517,AVOID,medium,0.0486,11.5,0.58,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
SHARDAMOTR,A,MANUFACTURING,862.4,1140.6665491590256,0.30190783445645797,ACCUMULATE,medium,408.9,629.1,849.2,-0.271,AVOID,low,0.12,15.1,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
DRREDDY,A,PHARMA,1374.55,1548.720229627534,0.2786659755841595,ACCUMULATE,high,1086.1,1670.8,2255.6,0.216,BUY-zone,low,0.1526,27.6,0.5,,Agree,,
CCL,A,CONSUMER,1201.5,1507.0199593174752,0.2742199706751291,ACCUMULATE,high,380.2,584.9,789.6,-0.513,ABSTAIN,low,0.0996,24.4,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
INDRAMEDCO,A,PHARMA,373.8,467.17474867099037,0.2592311284932355,ACCUMULATE,medium,334.1,514.0,693.8,0.375,BUY-zone,low,0.1488,31.6,0.5,,Agree,,
TANLA,A,TELECOM,584.55,733.732878178333,0.25520978218857754,ACCUMULATE,medium,402.3,619.0,835.6,0.059,ACC-zone,low,0.1228,19.7,0.5,,Agree,,
AURIONPRO,A,IT_SERVICES,839.3,1055.743569551564,0.2516966856975089,ACCUMULATE,medium,461.9,543.4,624.9,-0.353,AVOID,high,0.0744,14.3,1.65,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
SHARDACROP,A,CHEMICALS,889.75,1104.8184853648202,0.2288048997495497,ACCUMULATE,medium,866.0,1519.3,2172.6,0.708,ABSTAIN,low,0.1,14.0,8.07,peak haircut x0.78,Engine-should-have-abstained,engine-bearish: trough extrapolation + AVOID asymmetry (VAL-10),independent legs disagree beyond tolerance
LTM,A,IT_SERVICES,4073.25,4954.654657342828,0.22026812239066756,ACCUMULATE,high,2069.4,3183.6,4297.9,-0.218,REDUCE,low,0.1244,21.2,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
AIIL,A,NBFC,522.5,637.7492367267894,0.19990449054899223,ACCUMULATE,high,201.9,310.6,419.3,-0.406,ABSTAIN,low,0.12,14.2,0.5,,Engine-should-have-abstained,engine-rich: lender RI above my justified-P/B (review forecast ROE),independent legs disagree beyond tolerance
NH,A,PHARMA,2039.95,2443.2587363069265,0.199852053384534,ACCUMULATE,high,740.5,1139.2,1538.0,-0.442,ABSTAIN,low,0.16,32.7,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
MANYAVAR,A,CONSUMER_DISC,405.0,480.20172166738,0.19975445763242977,ACCUMULATE,medium,168.7,259.6,350.5,-0.359,AVOID,low,0.1147,20.0,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
BAJAJHLDNG,A,NBFC,10398.0,12290.008841732979,0.1809367581178994,ACCUMULATE,medium,7691.3,9048.6,10405.9,-0.13,REDUCE,high,0.0603,10.9,1.36,,Disagree,engine-rich: lender RI above my justified-P/B (review forecast ROE),
KARURVYSYA,A,BANK,304.25,357.0720807961948,0.17477243229542636,ACCUMULATE,high,355.6,428.6,501.7,0.409,BUY-zone,medium,0.0801,13.1,3.33,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.23
WELCORP,A,CAPITAL_GOODS,1614.5,1839.6839050205017,0.15732505348546919,ACCUMULATE,high,724.1,1114.0,1503.9,-0.31,AVOID,low,0.1062,13.5,6.56,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
MPSLTD,A,IT_SERVICES,2062.8,2438.236795608515,0.15556246237370377,ACCUMULATE,medium,1515.6,2331.8,3147.9,0.13,ACC-zone,low,0.16,28.2,0.5,,Agree,,
MUTHOOTFIN,A,NBFC,2991.05,3420.940335008835,0.14179778211970068,ACCUMULATE,high,3560.4,4188.7,4817.0,0.4,BUY-zone,high,0.106,13.8,4.5,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.26
EIHOTEL,A,CONSUMER,332.0,379.90856620698037,0.13422470878334194,ACCUMULATE,high,165.2,254.1,343.1,-0.235,REDUCE,low,0.1329,27.6,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
GOLDIAM,A,CONSUMER_DISC,345.4,384.05090675051247,0.12197168200558707,ACCUMULATE,medium,157.4,242.2,326.9,-0.299,AVOID,low,0.0925,16.7,6.52,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
MPHASIS,A,IT_SERVICES,2423.5,2675.737384039489,0.11988339013078672,ACCUMULATE,high,1574.6,2422.5,3270.4,-0.0,HOLD,low,0.1038,18.1,9.0,,Adjacent,,Δmos 0.12
ECLERX,A,MANUFACTURING,1491.25,2077.130256970171,0.11751775809445907,ACCUMULATE,high,238.8,367.4,496.0,-0.754,ABSTAIN,low,0.12,15.1,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
MGL,A,ENERGY,1125.0,1217.5970041624298,0.10610192965337015,ACCUMULATE,high,798.7,1037.2,1275.8,-0.078,HOLD,high,0.07,10.8,1.45,,Adjacent,,Δmos 0.18
LTTS,A,IT_SERVICES,3364.5,3712.713251550366,0.10228408394702394,ACCUMULATE,high,1215.7,1870.4,2525.0,-0.444,ABSTAIN,low,0.114,19.6,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
WAAREEENER,A,CAPITAL_GOODS,2839.85,3102.600102828596,0.10142358721594513,ACCUMULATE,high,1672.5,2573.0,3473.6,-0.094,HOLD,low,0.16,23.0,0.5,,Adjacent,,Δmos 0.20
PETRONET,A,ENERGY,275.7,296.0420485391385,0.08321276450471447,ACCUMULATE,high,204.7,281.0,357.2,0.019,HOLD,medium,0.07,12.3,2.7,peak haircut x0.76,Adjacent,,Δmos 0.06
PREMIERENE,A,CAPITAL_GOODS,1085.55,1160.5258456323124,0.07575625290351547,ACCUMULATE,high,446.7,687.2,927.7,-0.367,AVOID,low,0.16,25.5,0.5,,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),
WAAREERTL,A,UTILITIES,1016.0,1070.960271180081,0.07526131644586447,ACCUMULATE,medium,421.3,648.1,875.0,-0.362,AVOID,low,0.12,21.2,0.5,,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),
SANOFI,A,IT_SERVICES,3387.2,3632.423790042866,0.06588332698813522,ACCUMULATE,medium,1962.0,3018.5,4074.9,-0.109,REDUCE,low,0.16,35.9,0.5,,Disagree,threshold/judgment difference (<0.30 gap),
GILLETTE,A,CONSUMER,7622.5,8273.864344865404,0.060140219727772934,ACCUMULATE,high,5149.7,7922.7,10695.6,0.039,HOLD,low,0.16,50.4,0.5,,Adjacent,,Δmos 0.02
PGHL,A,IT_SERVICES,6863.0,7151.86656519394,0.05213189631393012,ACCUMULATE,medium,3701.6,5694.8,7688.0,-0.17,REDUCE,low,0.16,35.9,0.5,,Disagree,threshold/judgment difference (<0.30 gap),
RPTECH,B,IT_SERVICES,751.25,1186.537559245959,0.6037542194309103,HOLD,medium,563.3,662.7,762.1,-0.118,REDUCE,high,0.0834,15.4,2.64,,Adjacent,,Δmos 0.72
PNCINFRA,B,CONSTRUCTION,247.08,386.38009718157883,0.5753255480962972,HOLD,medium,216.2,280.8,345.4,0.136,ACC-zone,high,0.0732,8.9,1.0,,Adjacent,,Δmos 0.44
NFL,B,CHEMICALS,72.16,113.34922153973869,0.5621447290482179,HOLD,medium,28.2,39.9,51.6,-0.447,AVOID,medium,0.0444,8.2,0.5,trough uplift x1.30,Adjacent,,Δmos 1.01
RCF,B,CHEMICALS,127.27,199.03807941022814,0.5570529563500598,HOLD,medium,47.7,73.2,98.7,-0.425,AVOID,medium,0.0498,8.6,0.51,trough uplift x1.30,Adjacent,,Δmos 0.98
STYRENIX,B,CHEMICALS,2235.4,3448.06211027048,0.5424810370718797,HOLD,medium,914.8,1188.1,1461.3,-0.469,AVOID,high,0.0803,11.1,1.57,,Adjacent,,Δmos 1.01
GSFC,B,CHEMICALS,159.4,242.1278841577912,0.5265612770808346,HOLD,medium,123.5,160.4,197.3,0.006,HOLD,high,0.036,7.5,0.5,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.52
NCC,B,CONSTRUCTION,139.79,212.99135411588898,0.5224542824581055,HOLD,high,62.8,89.3,115.7,-0.361,AVOID,medium,0.0552,7.6,0.55,trough uplift x1.26,Adjacent,,Δmos 0.88
THOMASCOOK,B,MANUFACTURING,103.35,155.88802110817926,0.513475933089119,HOLD,medium,33.9,39.9,45.9,-0.614,AVOID,high,0.1032,10.5,1.02,,Adjacent,,Δmos 1.13
GODREJAGRO,B,CONSUMER,572.25,854.4402896222964,0.5035021812815352,HOLD,medium,406.2,625.0,843.7,0.092,ACC-zone,low,0.1314,31.2,0.5,,Adjacent,,Δmos 0.41
SOUTHBANK,B,BANK,45.98,66.26723787769352,0.48581250846846447,HOLD,medium,51.6,60.7,69.8,0.32,BUY-zone,high,0.0576,11.4,1.36,,Adjacent,,Δmos 0.17
SIS,B,MANUFACTURING,,630.1289119184811,0.46507535902925146,HOLD,medium,,,,,ABSTAIN,,,,,,Engine-should-have-abstained,uncomparable,near-zero/negative returns — no defensible capitalization
TMB,B,BANK,809.3,1144.0762749359803,0.4381851350546579,HOLD,medium,803.5,945.3,1087.1,0.168,BUY-zone,high,0.0594,11.6,1.45,,Adjacent,,Δmos 0.27
PGIL,B,CONSUMER_DISC,2015.55,2888.9106418109745,0.41523080478664315,HOLD,medium,914.6,1407.0,1899.5,-0.302,AVOID,low,0.16,26.6,0.5,,Adjacent,,Δmos 0.72
TRANSRAILL,B,CONSTRUCTION,498.1,683.4780353155544,0.3634112015071901,HOLD,medium,215.9,378.8,541.7,-0.24,REDUCE,low,0.1,11.2,3.5,peak haircut x0.79,Adjacent,,Δmos 0.60
JKLAKSHMI,B,CEMENT,571.6,766.6227494289733,0.34189173714156024,HOLD,medium,250.9,336.4,421.9,-0.412,AVOID,medium,0.0636,9.4,0.83,trough uplift x1.21,Adjacent,,Δmos 0.75
PARAGMILK,B,CONSUMER,225.35,295.6760674217153,0.31874611936004316,HOLD,medium,164.5,193.6,222.6,-0.141,REDUCE,high,0.0642,18.2,1.6,,Adjacent,,Δmos 0.46
GNFC,B,CHEMICALS,507.4,659.0809283593626,0.312910215855304,HOLD,medium,349.4,532.2,714.9,0.049,HOLD,medium,0.0522,8.8,0.56,trough uplift x1.30,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.26
